ridelog_id,ride_id,visitor_id,employee_id,start_time,ride_duration_seconds,end_time,queue_time_seconds,satisfaction_rating
27549,15,729,132,2025-09-04 18:55:07.352696,88,2025-09-04 18:56:35.352696,978,3
27550,6,1939,38,2025-06-06 13:08:22.352704,212,2025-06-06 13:11:54.352704,58,4
27551,9,305,132,2025-01-17 13:44:09.352711,243,2025-01-17 13:48:12.352711,438,4
27552,36,2139,158,2025-03-10 12:49:37.352719,258,2025-03-10 12:53:55.352719,3220,1
27553,48,697,310,2024-12-02 17:06:07.352727,80,2024-12-02 17:07:27.352727,1763,3
27554,23,134,65,2025-09-13 10:02:21.352734,220,2025-09-13 10:06:01.352734,576,1
27555,10,407,189,2025-01-26 16:55:00.352742,80,2025-01-26 16:56:20.352742,41,1
27556,1,2386,279,2025-10-12 11:43:16.352750,285,2025-10-12 11:48:01.352750,2552,5
27557,11,1580,227,2024-12-14 13:57:09.352757,266,2024-12-14 14:01:35.352757,1649,1
27558,49,1090,209,2024-11-30 12:25:00.352765,258,2024-11-30 12:29:18.352765,2332,2
27559,50,2349,316,2024-12-02 11:20:26.352773,238,2024-12-02 11:24:24.352773,2701,1
27560,20,1555,56,2025-03-19 12:57:11.352781,116,2025-03-19 12:59:07.352781,3025,4
27561,28,516,100,2024-12-02 11:38:07.352789,113,2024-12-02 11:40:00.352789,2396,1
27562,22,2145,87,2025-04-07 10:10:15.352797,65,2025-04-07 10:11:20.352797,1156,2
27563,20,953,290,2025-08-21 09:56:57.352807,104,2025-08-21 09:58:41.352807,2184,3
27564,47,1746,230,2025-01-22 20:20:52.352814,90,2025-01-22 20:22:22.352814,3381,5
27565,38,236,169,2025-06-08 13:00:39.352822,30,2025-06-08 13:01:09.352822,154,2
27566,16,2185,295,2025-08-17 13:14:57.352830,160,2025-08-17 13:17:37.352830,915,4
27567,2,1072,214,2025-05-16 20:32:40.352837,205,2025-05-16 20:36:05.352837,1143,4
27568,25,1188,298,2025-02-21 15:36:06.352845,112,2025-02-21 15:37:58.352845,41,1
27569,27,500,322,2025-07-04 17:03:13.352853,100,2025-07-04 17:04:53.352853,1299,1
27570,3,2243,148,2025-11-10 15:50:26.352860,204,2025-11-10 15:53:50.352860,1423,1
27571,23,274,270,2025-05-18 21:25:43.352868,265,2025-05-18 21:30:08.352868,3061,1
27572,32,1832,166,2025-02-02 12:01:46.352876,295,2025-02-02 12:06:41.352876,1534,5
27573,17,1497,293,2025-11-11 20:40:38.352883,258,2025-11-11 20:44:56.352883,3047,1
27574,40,1986,293,2025-11-05 12:32:43.352891,228,2025-11-05 12:36:31.352891,765,3
27575,20,2369,372,2025-03-23 14:41:21.352898,230,2025-03-23 14:45:11.352898,1157,5
27576,30,920,12,2025-04-26 21:56:28.352906,250,2025-04-26 22:00:38.352906,53,5
27577,28,2229,392,2025-05-12 10:14:17.352914,179,2025-05-12 10:17:16.352914,2422,3
27578,47,1650,146,2025-08-23 17:08:14.352921,194,2025-08-23 17:11:28.352921,281,5
27579,45,2474,112,2025-08-18 13:54:17.352929,150,2025-08-18 13:56:47.352929,909,5
27580,23,821,63,2025-07-27 09:44:16.352936,140,2025-07-27 09:46:36.352936,1650,5
27581,19,1000,211,2025-03-26 10:19:11.352944,51,2025-03-26 10:20:02.352944,2866,5
27582,25,574,393,2025-03-21 11:46:51.352952,199,2025-03-21 11:50:10.352952,1803,1
27583,24,1150,343,2025-11-19 14:05:47.352959,173,2025-11-19 14:08:40.352959,1434,1
27584,1,1906,30,2025-08-18 18:22:18.352967,96,2025-08-18 18:23:54.352967,371,2
27585,28,1699,342,2025-10-05 13:36:55.352974,277,2025-10-05 13:41:32.352974,70,2
27586,29,2188,315,2025-09-29 21:27:07.352982,104,2025-09-29 21:28:51.352982,2773,3
27587,44,1779,55,2024-12-30 20:05:05.352990,254,2024-12-30 20:09:19.352990,1695,2
27588,50,49,198,2025-09-09 17:16:09.352998,137,2025-09-09 17:18:26.352998,3074,1
27589,50,1495,306,2025-06-14 21:26:41.353005,244,2025-06-14 21:30:45.353005,313,3
27590,35,1174,398,2025-10-09 18:25:52.353013,259,2025-10-09 18:30:11.353013,2817,1
27591,50,1626,197,2025-08-28 12:49:08.353020,93,2025-08-28 12:50:41.353020,3294,5
27592,17,2372,302,2025-01-03 15:47:34.353028,106,2025-01-03 15:49:20.353028,1463,4
27593,11,1351,35,2025-04-24 11:23:05.353036,135,2025-04-24 11:25:20.353036,356,4
27594,37,919,199,2025-08-18 16:30:09.353043,287,2025-08-18 16:34:56.353043,2402,2
27595,7,351,98,2025-03-27 15:42:38.353051,92,2025-03-27 15:44:10.353051,887,1
27596,26,1927,358,2025-11-22 14:23:22.353059,137,2025-11-22 14:25:39.353059,2858,1
27597,23,1918,298,2025-01-21 09:55:32.353066,118,2025-01-21 09:57:30.353066,2296,3
27598,18,278,19,2025-07-03 19:33:13.353074,232,2025-07-03 19:37:05.353074,430,4
27599,29,1171,173,2025-09-30 09:13:54.353081,40,2025-09-30 09:14:34.353081,3495,2
27600,39,565,310,2025-07-11 13:26:38.353089,225,2025-07-11 13:30:23.353089,2602,2
27601,50,1310,192,2025-07-11 12:03:58.353097,155,2025-07-11 12:06:33.353097,2967,2
27602,34,154,267,2025-04-08 13:59:38.353104,86,2025-04-08 14:01:04.353104,1716,2
27603,38,1915,127,2025-03-12 19:44:11.353112,56,2025-03-12 19:45:07.353112,1331,1
27604,8,425,109,2025-10-31 18:54:30.353120,227,2025-10-31 18:58:17.353120,487,5
27605,21,1174,348,2024-12-29 15:32:04.353128,129,2024-12-29 15:34:13.353128,3286,3
27606,21,1597,131,2025-09-11 16:32:32.353135,248,2025-09-11 16:36:40.353135,303,2
27607,49,2350,394,2025-03-05 20:39:53.353143,232,2025-03-05 20:43:45.353143,2624,3
27608,36,1082,280,2025-11-24 21:04:41.353151,67,2025-11-24 21:05:48.353151,1811,4
27609,17,671,251,2025-08-25 11:25:56.353158,38,2025-08-25 11:26:34.353158,339,2
27610,16,9,312,2025-01-10 18:22:05.353166,94,2025-01-10 18:23:39.353166,2594,2
27611,15,1502,379,2025-01-17 09:54:52.353174,83,2025-01-17 09:56:15.353174,1036,4
27612,15,1573,282,2025-04-24 11:38:48.353181,213,2025-04-24 11:42:21.353181,198,2
27613,40,1432,325,2025-06-22 13:09:01.353189,140,2025-06-22 13:11:21.353189,3289,2
27614,17,68,152,2025-05-19 11:57:01.353197,237,2025-05-19 12:00:58.353197,2343,4
27615,1,1332,172,2025-08-14 09:27:47.353205,152,2025-08-14 09:30:19.353205,171,4
27616,13,302,154,2025-06-05 16:56:54.353212,67,2025-06-05 16:58:01.353212,1902,1
27617,38,2321,327,2025-10-03 21:09:35.353220,92,2025-10-03 21:11:07.353220,3152,3
27618,10,764,332,2025-03-14 14:45:13.353227,30,2025-03-14 14:45:43.353227,2291,2
27619,33,1477,185,2025-08-05 19:56:18.353235,286,2025-08-05 20:01:04.353235,2930,4
27620,26,517,236,2025-03-10 09:41:59.353242,167,2025-03-10 09:44:46.353242,2380,4
27621,12,478,292,2025-02-11 21:01:04.353250,35,2025-02-11 21:01:39.353250,3094,5
27622,19,518,17,2025-08-16 15:51:03.353258,181,2025-08-16 15:54:04.353258,2418,3
27623,15,968,208,2025-06-20 18:18:31.353266,294,2025-06-20 18:23:25.353266,1457,5
27624,5,944,274,2025-07-15 20:50:55.353273,190,2025-07-15 20:54:05.353273,1073,2
27625,2,46,96,2025-09-19 10:17:11.353281,44,2025-09-19 10:17:55.353281,2551,4
27626,14,1633,322,2025-06-05 13:47:44.353289,67,2025-06-05 13:48:51.353289,2058,2
27627,29,1024,113,2025-02-23 11:29:06.353297,39,2025-02-23 11:29:45.353297,2119,1
27628,41,1743,138,2025-02-11 21:37:35.353304,175,2025-02-11 21:40:30.353304,2294,3
27629,1,1893,295,2025-11-09 13:20:29.353312,55,2025-11-09 13:21:24.353312,154,2
27630,13,1481,398,2025-05-07 18:11:10.353320,289,2025-05-07 18:15:59.353320,3238,3
27631,49,447,372,2025-02-08 15:10:22.353327,198,2025-02-08 15:13:40.353327,2051,4
27632,32,643,175,2025-02-10 20:55:19.353335,264,2025-02-10 20:59:43.353335,492,2
27633,34,2427,138,2025-03-26 19:01:30.353343,229,2025-03-26 19:05:19.353343,1740,5
27634,14,647,311,2024-12-09 11:07:30.353351,268,2024-12-09 11:11:58.353351,1770,1
27635,38,16,220,2025-04-20 18:59:40.353359,162,2025-04-20 19:02:22.353359,1278,5
27636,38,1532,152,2024-12-14 18:44:37.353366,33,2024-12-14 18:45:10.353366,2769,1
27637,50,604,126,2025-05-22 18:03:22.353374,37,2025-05-22 18:03:59.353374,3047,1
27638,41,1402,246,2025-08-01 09:16:17.353399,31,2025-08-01 09:16:48.353399,1759,3
27639,15,1763,40,2025-08-03 21:53:05.353407,273,2025-08-03 21:57:38.353407,39,2
27640,39,655,191,2024-12-30 18:29:19.353415,164,2024-12-30 18:32:03.353415,119,2
27641,6,775,162,2025-10-27 15:15:56.353423,181,2025-10-27 15:18:57.353423,2500,4
27642,29,2403,124,2024-12-29 18:23:39.353431,147,2024-12-29 18:26:06.353431,3369,1
27643,37,1958,177,2025-10-30 16:00:56.353439,292,2025-10-30 16:05:48.353439,2490,5
27644,19,1416,319,2025-11-03 18:28:59.353456,129,2025-11-03 18:31:08.353456,1933,5
27645,1,610,361,2025-07-01 09:29:56.353463,286,2025-07-01 09:34:42.353463,2026,2
27646,21,385,265,2025-07-22 12:36:31.353477,269,2025-07-22 12:41:00.353477,501,5
27647,39,718,175,2025-08-05 14:07:49.353485,93,2025-08-05 14:09:22.353485,214,4
27648,18,1796,221,2025-11-12 21:37:00.353495,87,2025-11-12 21:38:27.353495,390,5
27649,27,192,173,2025-01-31 12:42:13.353503,99,2025-01-31 12:43:52.353503,49,1
27650,28,2071,233,2025-10-10 17:26:44.353513,119,2025-10-10 17:28:43.353513,2984,4
27651,8,1643,137,2025-03-07 12:42:37.353520,219,2025-03-07 12:46:16.353520,3078,3
27652,31,1618,233,2025-03-01 19:20:36.353529,197,2025-03-01 19:23:53.353529,2669,5
27653,12,849,239,2025-10-22 13:44:24.353536,133,2025-10-22 13:46:37.353536,3393,1
27654,42,159,139,2025-01-12 12:55:25.353544,95,2025-01-12 12:57:00.353544,1203,5
27655,6,1956,85,2025-05-16 20:45:24.353552,138,2025-05-16 20:47:42.353552,474,4
27656,26,2010,369,2025-07-29 18:04:43.353560,81,2025-07-29 18:06:04.353560,689,2
27657,16,2316,24,2025-02-17 18:03:02.353568,282,2025-02-17 18:07:44.353568,1565,3
27658,30,633,257,2025-01-30 10:32:44.353576,154,2025-01-30 10:35:18.353576,3396,1
27659,19,1028,227,2025-11-24 16:14:40.353584,82,2025-11-24 16:16:02.353584,1714,1
27660,18,1509,317,2025-09-03 21:06:33.353592,237,2025-09-03 21:10:30.353592,597,4
27661,24,1354,341,2025-01-26 21:40:22.353600,248,2025-01-26 21:44:30.353600,2313,3
27662,45,1230,239,2025-09-22 13:41:58.353608,86,2025-09-22 13:43:24.353608,1476,3
27663,20,1449,277,2025-10-23 18:31:44.353615,115,2025-10-23 18:33:39.353615,3591,1
27664,7,1005,260,2025-08-12 13:57:53.353623,33,2025-08-12 13:58:26.353623,1723,5
27665,7,1779,225,2025-02-28 15:02:28.353631,203,2025-02-28 15:05:51.353631,3368,2
27666,16,212,100,2024-12-10 10:29:48.353639,139,2024-12-10 10:32:07.353639,629,3
27667,42,1852,58,2025-03-20 14:18:23.353647,236,2025-03-20 14:22:19.353647,2837,5
27668,47,1673,221,2025-11-15 16:40:46.353656,256,2025-11-15 16:45:02.353656,3445,3
27669,14,178,245,2025-05-23 20:25:32.353663,179,2025-05-23 20:28:31.353663,900,5
27670,12,1925,391,2024-12-23 15:35:01.353671,93,2024-12-23 15:36:34.353671,1416,2
27671,29,174,385,2025-06-27 21:31:31.353679,96,2025-06-27 21:33:07.353679,3354,2
27672,15,2013,77,2024-12-02 18:03:49.353687,210,2024-12-02 18:07:19.353687,2673,1
27673,8,755,218,2024-11-24 09:05:51.353695,256,2024-11-24 09:10:07.353695,1515,3
27674,39,623,204,2025-01-06 12:35:50.353704,272,2025-01-06 12:40:22.353704,3060,5
27675,9,644,379,2024-12-04 17:23:36.353712,119,2024-12-04 17:25:35.353712,1466,3
27676,46,31,136,2025-04-11 19:34:29.353720,205,2025-04-11 19:37:54.353720,2284,3
27677,28,4,117,2025-10-19 18:56:54.353728,142,2025-10-19 18:59:16.353728,1009,2
27678,27,891,60,2025-10-09 12:39:11.353736,100,2025-10-09 12:40:51.353736,410,4
27679,7,18,254,2025-10-23 10:31:03.353744,236,2025-10-23 10:34:59.353744,3113,2
27680,44,1362,342,2025-06-11 18:53:18.353752,268,2025-06-11 18:57:46.353752,2769,1
27681,14,232,370,2025-05-09 15:37:24.353760,159,2025-05-09 15:40:03.353760,2292,5
27682,11,1826,9,2025-10-01 13:42:30.353767,213,2025-10-01 13:46:03.353767,944,4
27683,32,48,73,2025-02-01 16:42:36.353776,167,2025-02-01 16:45:23.353776,2110,4
27684,28,2111,384,2025-08-15 17:37:08.353784,145,2025-08-15 17:39:33.353784,1462,4
27685,6,2318,338,2025-05-08 18:17:33.353791,75,2025-05-08 18:18:48.353791,1948,5
27686,35,2048,17,2025-10-08 12:42:15.353799,95,2025-10-08 12:43:50.353799,2222,5
27687,6,289,7,2025-05-17 11:37:42.353807,39,2025-05-17 11:38:21.353807,2237,2
27688,24,170,103,2025-05-27 20:54:52.353815,216,2025-05-27 20:58:28.353815,115,1
27689,9,99,307,2025-07-05 19:03:40.353823,134,2025-07-05 19:05:54.353823,1087,5
27690,2,683,400,2024-12-21 09:22:47.353831,50,2024-12-21 09:23:37.353831,387,5
27691,38,697,348,2025-06-29 14:14:01.353839,121,2025-06-29 14:16:02.353839,1513,4
27692,14,2191,281,2025-06-19 11:56:06.353847,288,2025-06-19 12:00:54.353847,2462,5
27693,31,306,278,2025-07-01 20:58:46.353855,226,2025-07-01 21:02:32.353855,3436,3
27694,30,2420,290,2025-07-24 10:44:58.353862,157,2025-07-24 10:47:35.353862,1242,4
27695,27,1607,399,2025-04-24 20:26:22.353870,212,2025-04-24 20:29:54.353870,1775,4
27696,36,575,272,2025-09-27 17:56:37.353878,98,2025-09-27 17:58:15.353878,2698,4
27697,46,2441,272,2025-01-28 21:58:59.353886,155,2025-01-28 22:01:34.353886,3479,1
27698,31,1128,294,2025-01-09 13:01:12.353894,245,2025-01-09 13:05:17.353894,2114,2
27699,42,1170,342,2025-05-05 19:56:52.353902,275,2025-05-05 20:01:27.353902,2398,1
27700,6,1,349,2025-07-14 09:08:37.353910,148,2025-07-14 09:11:05.353910,1183,2
27701,43,1149,160,2025-02-21 10:27:32.353918,282,2025-02-21 10:32:14.353918,2177,1
27702,45,370,88,2025-03-20 17:40:13.353926,284,2025-03-20 17:44:57.353926,1581,2
27703,18,242,361,2025-08-08 11:24:10.353934,235,2025-08-08 11:28:05.353934,724,3
27704,14,978,306,2025-09-23 09:01:14.353942,134,2025-09-23 09:03:28.353942,2166,2
27705,20,765,185,2024-12-16 17:21:32.353950,80,2024-12-16 17:22:52.353950,72,5
27706,11,1189,38,2025-01-14 13:30:08.353958,56,2025-01-14 13:31:04.353958,1137,2
27707,37,968,23,2025-02-08 10:53:21.353966,116,2025-02-08 10:55:17.353966,1931,3
27708,40,2170,89,2025-05-19 10:20:42.353974,131,2025-05-19 10:22:53.353974,797,3
27709,4,1836,36,2025-08-28 10:37:33.353982,161,2025-08-28 10:40:14.353982,1742,3
27710,44,1885,98,2025-08-17 15:44:09.353990,140,2025-08-17 15:46:29.353990,687,1
27711,6,1100,397,2025-08-07 20:01:34.353998,42,2025-08-07 20:02:16.353998,2238,3
27712,23,333,353,2025-10-14 21:40:29.354005,189,2025-10-14 21:43:38.354005,1527,5
27713,8,910,105,2025-09-13 20:25:01.354013,272,2025-09-13 20:29:33.354013,2583,2
27714,30,86,366,2025-03-23 15:05:08.354021,98,2025-03-23 15:06:46.354021,3353,5
27715,36,777,388,2025-07-06 11:03:19.354029,89,2025-07-06 11:04:48.354029,1452,2
27716,42,1496,117,2025-07-15 10:21:25.354037,133,2025-07-15 10:23:38.354037,1540,3
27717,11,370,292,2025-02-20 19:08:54.354045,270,2025-02-20 19:13:24.354045,2055,2
27718,47,2385,212,2024-12-27 09:51:30.354053,47,2024-12-27 09:52:17.354053,2296,1
27719,5,581,382,2025-09-06 16:43:56.354061,293,2025-09-06 16:48:49.354061,1886,4
27720,3,1642,310,2025-01-24 18:39:40.354069,235,2025-01-24 18:43:35.354069,774,1
27721,15,1089,79,2025-02-06 13:36:44.354077,47,2025-02-06 13:37:31.354077,1239,5
27722,2,1563,60,2025-01-14 13:54:50.354085,292,2025-01-14 13:59:42.354085,439,3
27723,2,936,142,2025-01-06 09:50:58.354093,239,2025-01-06 09:54:57.354093,1345,4
27724,8,392,383,2025-09-24 20:33:39.354101,283,2025-09-24 20:38:22.354101,1041,1
27725,46,2054,60,2025-03-03 18:54:11.354110,172,2025-03-03 18:57:03.354110,3231,3
27726,30,1845,316,2025-05-11 15:11:57.354117,31,2025-05-11 15:12:28.354117,2314,4
27727,41,1413,22,2025-02-03 12:48:48.354126,122,2025-02-03 12:50:50.354126,115,5
27728,5,438,65,2024-11-28 19:24:28.354134,150,2024-11-28 19:26:58.354134,143,1
27729,30,2194,375,2025-07-19 09:32:41.354142,119,2025-07-19 09:34:40.354142,3571,3
27730,44,1991,367,2025-04-26 14:26:46.354150,93,2025-04-26 14:28:19.354150,204,4
27731,10,1121,193,2025-11-05 09:50:10.354158,194,2025-11-05 09:53:24.354158,1461,4
27732,33,2210,102,2025-08-25 18:21:48.354166,58,2025-08-25 18:22:46.354166,2168,4
27733,24,563,216,2024-11-29 16:01:14.354176,188,2024-11-29 16:04:22.354176,1878,1
27734,19,1667,231,2025-06-25 18:57:12.354184,68,2025-06-25 18:58:20.354184,869,5
27735,30,1018,125,2025-05-31 20:23:13.354192,156,2025-05-31 20:25:49.354192,362,5
27736,25,1790,342,2025-07-09 10:30:24.354200,270,2025-07-09 10:34:54.354200,2269,2
27737,11,1549,4,2025-10-25 16:38:56.354208,196,2025-10-25 16:42:12.354208,1922,2
27738,49,520,370,2024-12-07 17:31:25.354215,245,2024-12-07 17:35:30.354215,2282,5
27739,35,2462,217,2025-03-26 18:38:15.354222,300,2025-03-26 18:43:15.354222,3430,3
27740,1,1288,207,2025-04-24 20:35:49.354231,217,2025-04-24 20:39:26.354231,2753,4
27741,17,826,104,2025-01-16 10:59:38.354239,76,2025-01-16 11:00:54.354239,1530,3
27742,31,892,263,2025-05-25 11:02:37.354247,213,2025-05-25 11:06:10.354247,3123,3
27743,6,1160,155,2025-02-26 13:24:44.354255,179,2025-02-26 13:27:43.354255,2074,3
27744,13,317,219,2025-07-22 13:31:28.354263,290,2025-07-22 13:36:18.354263,1094,4
27745,26,1784,355,2025-03-30 13:06:22.354271,107,2025-03-30 13:08:09.354271,1932,3
27746,36,1022,189,2025-06-24 21:50:27.354279,108,2025-06-24 21:52:15.354279,643,1
27747,5,1973,358,2025-08-16 19:51:13.354287,201,2025-08-16 19:54:34.354287,984,3
27748,47,199,222,2025-06-23 19:19:59.354295,290,2025-06-23 19:24:49.354295,1941,5
27749,14,1100,167,2025-09-23 18:02:05.354303,51,2025-09-23 18:02:56.354303,1089,1
27750,15,2468,349,2025-08-26 17:01:11.354311,68,2025-08-26 17:02:19.354311,254,2
27751,12,870,254,2025-02-01 10:19:12.354319,178,2025-02-01 10:22:10.354319,2269,3
27752,50,1866,261,2025-02-03 13:09:49.354327,146,2025-02-03 13:12:15.354327,838,5
27753,46,2451,338,2025-10-28 16:16:32.354335,204,2025-10-28 16:19:56.354335,2880,1
27754,42,2066,90,2025-10-26 10:21:23.354343,244,2025-10-26 10:25:27.354343,2779,4
27755,8,1708,311,2025-01-20 16:10:03.354351,85,2025-01-20 16:11:28.354351,544,3
27756,31,2417,251,2025-05-31 15:20:08.354359,98,2025-05-31 15:21:46.354359,2273,2
27757,26,30,258,2025-08-29 16:56:05.354367,186,2025-08-29 16:59:11.354367,1542,5
27758,29,435,351,2025-01-19 11:47:26.354375,130,2025-01-19 11:49:36.354375,2279,1
27759,4,1196,253,2025-01-06 17:01:29.354383,192,2025-01-06 17:04:41.354383,3535,4
27760,50,1515,89,2025-05-18 09:41:03.354391,283,2025-05-18 09:45:46.354391,3345,1
27761,28,47,160,2025-02-05 15:29:00.354398,97,2025-02-05 15:30:37.354398,2847,4
27762,25,299,278,2025-03-07 12:57:13.354407,55,2025-03-07 12:58:08.354407,2038,5
27763,40,1547,180,2025-03-03 17:45:33.354415,281,2025-03-03 17:50:14.354415,2146,1
27764,32,1450,202,2025-11-20 15:36:51.354431,131,2025-11-20 15:39:02.354431,1040,1
27765,36,387,204,2025-04-03 12:49:53.354439,204,2025-04-03 12:53:17.354439,2841,1
27766,11,1540,21,2025-08-15 17:08:32.354447,161,2025-08-15 17:11:13.354447,1039,5
27767,37,1702,190,2025-03-22 17:43:39.354455,278,2025-03-22 17:48:17.354455,919,1
27768,10,162,15,2025-01-02 20:39:43.354463,45,2025-01-02 20:40:28.354463,3438,1
27769,38,1439,11,2025-10-15 19:28:09.354478,177,2025-10-15 19:31:06.354478,2649,1
27770,36,616,46,2025-08-16 14:11:35.354486,147,2025-08-16 14:14:02.354486,3058,3
27771,50,339,71,2025-02-22 10:22:57.354494,275,2025-02-22 10:27:32.354494,1001,1
27772,27,1061,383,2025-10-06 12:27:38.354502,82,2025-10-06 12:29:00.354502,1043,5
27773,17,1964,398,2025-01-18 11:32:31.354510,121,2025-01-18 11:34:32.354510,3196,5
27774,7,2107,250,2025-10-05 20:01:01.354518,162,2025-10-05 20:03:43.354518,3352,1
27775,9,1244,40,2025-08-25 12:54:50.354526,207,2025-08-25 12:58:17.354526,872,4
27776,35,2409,238,2025-02-01 21:30:54.354534,75,2025-02-01 21:32:09.354534,345,1
27777,9,2073,375,2025-04-07 09:17:14.354542,44,2025-04-07 09:17:58.354542,1519,3
27778,36,1930,326,2025-10-21 12:18:22.354550,85,2025-10-21 12:19:47.354550,285,2
27779,30,2073,46,2024-12-04 14:04:26.354558,93,2024-12-04 14:05:59.354558,423,2
27780,31,1108,72,2025-08-11 17:32:52.354566,105,2025-08-11 17:34:37.354566,1151,3
27781,19,2296,292,2025-03-11 21:15:11.354574,294,2025-03-11 21:20:05.354574,1564,4
27782,41,1546,312,2025-03-11 18:39:28.354582,193,2025-03-11 18:42:41.354582,1539,1
27783,23,2225,140,2024-12-12 21:46:07.354591,162,2024-12-12 21:48:49.354591,2375,1
27784,20,2173,77,2025-11-04 14:29:20.354599,186,2025-11-04 14:32:26.354599,1447,5
27785,6,166,275,2025-07-12 20:39:34.354607,253,2025-07-12 20:43:47.354607,2851,1
27786,43,2025,150,2025-10-16 10:04:48.354615,155,2025-10-16 10:07:23.354615,110,3
27787,24,126,12,2025-02-24 09:39:35.354623,224,2025-02-24 09:43:19.354623,1892,1
27788,47,882,288,2025-10-09 15:27:52.354631,127,2025-10-09 15:29:59.354631,3050,5
27789,22,1838,38,2024-12-09 09:46:49.354639,124,2024-12-09 09:48:53.354639,3273,3
27790,6,70,38,2025-02-18 18:35:56.354647,242,2025-02-18 18:39:58.354647,2936,2
27791,24,2042,209,2024-12-24 18:06:45.354655,137,2024-12-24 18:09:02.354655,2272,5
27792,42,523,336,2025-09-25 11:32:07.354664,204,2025-09-25 11:35:31.354664,3234,5
27793,22,1424,12,2025-06-24 16:06:17.354672,138,2025-06-24 16:08:35.354672,613,1
27794,18,1410,357,2025-07-26 17:43:18.354679,89,2025-07-26 17:44:47.354679,1939,4
27795,16,2023,46,2025-11-08 10:50:05.354688,39,2025-11-08 10:50:44.354688,2453,2
27796,36,2233,336,2025-06-04 19:18:01.354695,191,2025-06-04 19:21:12.354695,1145,3
27797,13,1101,69,2024-12-08 21:58:12.354704,154,2024-12-08 22:00:46.354704,142,3
27798,37,1095,71,2025-08-16 14:39:27.354712,42,2025-08-16 14:40:09.354712,3560,5
27799,24,1140,249,2025-01-30 09:03:56.354720,281,2025-01-30 09:08:37.354720,1749,4
27800,19,2371,219,2025-04-03 09:21:20.354728,125,2025-04-03 09:23:25.354728,2528,1
27801,50,15,282,2025-08-12 09:39:27.354736,214,2025-08-12 09:43:01.354736,2549,2
27802,20,2490,77,2025-09-17 20:31:28.354744,119,2025-09-17 20:33:27.354744,38,3
27803,27,1539,227,2025-10-13 17:26:37.354752,181,2025-10-13 17:29:38.354752,1004,2
27804,17,1082,46,2025-03-05 15:34:56.354760,204,2025-03-05 15:38:20.354760,442,3
27805,16,2447,382,2025-08-15 09:07:28.354767,130,2025-08-15 09:09:38.354767,2320,3
27806,1,700,391,2025-03-16 15:11:25.354775,41,2025-03-16 15:12:06.354775,2993,3
27807,21,771,106,2025-10-28 18:43:16.354783,212,2025-10-28 18:46:48.354783,3281,3
27808,27,1711,64,2025-01-10 11:56:45.354791,137,2025-01-10 11:59:02.354791,1368,5
27809,1,1461,119,2025-03-24 19:19:23.354799,103,2025-03-24 19:21:06.354799,3135,2
27810,30,916,365,2025-07-22 16:38:23.354807,203,2025-07-22 16:41:46.354807,2902,1
27811,20,1035,125,2024-12-29 15:39:52.354815,255,2024-12-29 15:44:07.354815,617,3
27812,24,1817,375,2025-04-25 17:10:25.354823,114,2025-04-25 17:12:19.354823,1094,5
27813,46,2239,250,2024-12-07 09:45:25.354832,122,2024-12-07 09:47:27.354832,3482,5
27814,2,1540,53,2025-01-19 11:35:52.354840,192,2025-01-19 11:39:04.354840,2840,3
27815,15,2108,142,2025-11-15 13:07:28.354848,272,2025-11-15 13:12:00.354848,3576,1
27816,29,156,37,2025-01-13 19:23:35.354855,294,2025-01-13 19:28:29.354855,263,4
27817,35,1019,13,2025-02-23 19:46:58.354863,260,2025-02-23 19:51:18.354863,1300,2
27818,13,1700,72,2025-08-05 09:15:14.354871,85,2025-08-05 09:16:39.354871,1611,4
27819,19,1616,308,2025-06-03 09:01:13.354882,33,2025-06-03 09:01:46.354882,604,5
27820,1,315,161,2025-04-11 15:25:02.354890,34,2025-04-11 15:25:36.354890,757,1
27821,45,1709,357,2025-11-07 11:52:33.354898,35,2025-11-07 11:53:08.354898,976,5
27822,47,1203,324,2025-06-17 14:03:13.354906,190,2025-06-17 14:06:23.354906,2127,3
27823,16,1070,385,2025-02-13 13:43:28.354914,227,2025-02-13 13:47:15.354914,1579,1
27824,43,768,211,2025-10-14 09:26:33.354922,32,2025-10-14 09:27:05.354922,193,1
27825,3,2180,189,2024-12-27 18:31:12.354930,212,2024-12-27 18:34:44.354930,3166,5
27826,40,2459,182,2025-10-17 16:15:27.354938,170,2025-10-17 16:18:17.354938,1380,1
27827,6,136,246,2025-04-09 11:15:44.354946,60,2025-04-09 11:16:44.354946,1189,3
27828,31,617,367,2025-10-15 09:59:43.354955,105,2025-10-15 10:01:28.354955,826,4
27829,5,814,331,2025-09-24 20:01:39.354962,215,2025-09-24 20:05:14.354962,3251,5
27830,26,2009,214,2025-06-29 14:53:36.354970,270,2025-06-29 14:58:06.354970,3082,2
27831,28,2074,165,2025-04-01 14:42:06.354979,293,2025-04-01 14:46:59.354979,2713,5
27832,15,766,195,2025-07-20 09:06:10.354986,95,2025-07-20 09:07:45.354986,2601,5
27833,9,1981,81,2025-11-19 16:14:01.354994,292,2025-11-19 16:18:53.354994,1016,4
27834,22,468,240,2025-02-19 10:24:12.355002,80,2025-02-19 10:25:32.355002,1623,3
27835,37,1063,296,2025-06-30 17:07:05.355010,225,2025-06-30 17:10:50.355010,2446,2
27836,21,27,35,2025-11-14 21:21:01.355018,154,2025-11-14 21:23:35.355018,2039,5
